cap-shape,Cap surface,cap-color,bruises,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,category
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,Poisonous
Bell,Fiberous,w,NoBruises,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Scaly,n,NoBruises,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,Poisonous
Flat,Scaly,e,NoBruises,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,Poisonous
Convex,Scaly,g,Bruises,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,Edible
Flat,Smooth,n,NoBruises,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Fiberous,w,NoBruises,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,Edible
Convex,Smooth,n,NoBruises,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,e,NoBruises,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,w,NoBruises,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,Edible
Flat,Scaly,n,NoBruises,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,e,NoBruises,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,n,NoBruises,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,v,l,Edible
Flat,Scaly,n,NoBruises,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,Poisonous
Bell,Smooth,n,NoBruises,a,c,b,o,e,?,s,s,o,o,p,o,o,p,b,v,l,Edible
Knobbed,Smooth,g,NoBruises,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,Edible
Convex,Smooth,n,NoBruises,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,v,l,Edible
Convex,Fiberous,g,NoBruises,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,e,NoBruises,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,Poisonous
Bell,Smooth,w,NoBruises,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,Edible
Flat,Smooth,n,NoBruises,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,Poisonous
Bell,Fiberous,g,NoBruises,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,Edible
Convex,Smooth,n,NoBruises,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,Poisonous
Convex,Scaly,e,NoBruises,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,c,NoBruises,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,Poisonous
Flat,Smooth,n,NoBruises,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,Poisonous
Convex,Scaly,e,NoBruises,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,n,NoBruises,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,e,NoBruises,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,g,NoBruises,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,Edible
Convex,Smooth,e,NoBruises,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,n,NoBruises,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,Poisonous
Bell,Smooth,g,NoBruises,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,Edible
Convex,Smooth,n,NoBruises,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,e,NoBruises,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,Poisonous
Bell,Smooth,g,NoBruises,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,Edible
Convex,Smooth,n,NoBruises,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,e,NoBruises,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,e,NoBruises,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,n,NoBruises,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,Poisonous
Bell,Fiberous,g,NoBruises,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,Edible
Flat,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Smooth,g,NoBruises,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,Poisonous
Bell,Smooth,n,NoBruises,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l,Edible
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,n,NoBruises,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,n,NoBruises,a,c,b,n,e,?,s,s,o,o,p,n,o,p,b,c,l,Edible
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,c,Bruises,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,Edible
Flat,Smooth,n,NoBruises,a,c,b,n,e,?,s,s,o,o,p,n,o,p,n,c,l,Edible
Bell,Smooth,w,NoBruises,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,Poisonous
Bell,Smooth,g,NoBruises,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,n,NoBruises,a,c,b,o,e,?,s,s,o,o,p,o,o,p,y,c,l,Edible
Convex,Smooth,e,NoBruises,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,n,NoBruises,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,e,NoBruises,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,e,NoBruises,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,Poisonous
Convex,Scaly,e,NoBruises,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,Edible
Flat,Smooth,e,NoBruises,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,n,NoBruises,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,e,NoBruises,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,Poisonous
Knobbed,Fiberous,g,NoBruises,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,Poisonous
Bell,Fiberous,w,NoBruises,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,Edible
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,g,NoBruises,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Smooth,n,NoBruises,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l,Edible
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Fiberous,g,NoBruises,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,Edible
Convex,Smooth,n,NoBruises,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,Poisonous
Convex,Fiberous,w,NoBruises,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,Poisonous
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,g,NoBruises,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,g,NoBruises,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,Edible
Flat,Smooth,n,NoBruises,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,v,l,Edible
Knobbed,Smooth,g,NoBruises,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g,Edible
Convex,Smooth,e,NoBruises,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,g,NoBruises,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,Edible
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,n,NoBruises,a,c,b,n,e,?,s,s,o,o,p,o,o,p,y,v,l,Edible
Knobbed,Smooth,w,NoBruises,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,Edible
Flat,Scaly,e,NoBruises,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,Poisonous
Bell,Smooth,g,NoBruises,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,Edible
Flat,Scaly,n,NoBruises,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,Poisonous
Bell,Smooth,n,NoBruises,a,c,b,o,e,?,s,s,o,o,p,n,o,p,b,c,l,Edible
Bell,Smooth,g,NoBruises,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Smooth,n,NoBruises,a,c,b,n,e,?,s,s,o,o,p,o,o,p,y,c,l,Edible
Bell,Smooth,g,NoBruises,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,n,NoBruises,a,c,b,n,e,?,s,s,o,o,p,n,o,p,o,c,l,Edible
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,e,NoBruises,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,Poisonous
Bell,Smooth,n,NoBruises,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,v,l,Edible
Knobbed,Fiberous,g,NoBruises,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,Edible
Bell,Smooth,n,NoBruises,a,c,b,o,e,?,s,s,o,o,p,o,o,p,o,c,l,Edible
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,Poisonous
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,n,NoBruises,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,c,l,Edible
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,n,NoBruises,a,c,b,o,e,?,s,s,o,o,p,o,o,p,o,v,l,Edible
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,w,NoBruises,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,Edible
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Fiberous,g,NoBruises,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,Edible
Flat,Smooth,n,NoBruises,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,g,NoBruises,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,e,NoBruises,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,Poisonous
Convex,Fiberous,w,NoBruises,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,n,NoBruises,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,Poisonous
Bell,Fiberous,g,NoBruises,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,Poisonous
Convex,Scaly,e,NoBruises,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Fiberous,g,NoBruises,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Fiberous,w,NoBruises,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,Edible
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,g,NoBruises,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,Poisonous
Knobbed,Smooth,w,NoBruises,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,Edible
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,Poisonous
Bell,Smooth,w,NoBruises,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,Edible
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,w,NoBruises,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,Edible
Bell,Smooth,n,NoBruises,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,v,l,Edible
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,Poisonous
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,Poisonous
Convex,Fiberous,w,NoBruises,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,Edible
Convex,Scaly,e,NoBruises,a,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,n,NoBruises,a,c,b,o,e,?,s,s,o,o,p,n,o,p,b,c,l,Edible
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,n,NoBruises,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,Edible
Knobbed,Smooth,g,NoBruises,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,Edible
Flat,Scaly,e,NoBruises,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Scaly,y,NoBruises,f,w,n,y,e,c,y,y,y,y,p,y,o,e,w,c,l,Poisonous
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,Poisonous
Bell,Smooth,n,NoBruises,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,c,l,Edible
Convex,Smooth,g,Bruises,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,Edible
Knobbed,Smooth,g,NoBruises,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,Edible
Flat,Scaly,e,NoBruises,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,Poisonous
Bell,Fiberous,w,NoBruises,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,Edible
Flat,Smooth,n,NoBruises,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,c,l,Edible
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,Poisonous
Convex,Fiberous,w,NoBruises,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,Edible
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,Poisonous
Convex,Fiberous,w,NoBruises,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,Edible
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,g,NoBruises,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,Edible
Convex,Smooth,w,NoBruises,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,Poisonous
Bell,Fiberous,w,NoBruises,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,Edible
Flat,Smooth,n,NoBruises,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,Poisonous
Convex,Scaly,n,NoBruises,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,n,NoBruises,a,c,b,o,e,?,s,s,o,o,p,n,o,p,y,c,l,Edible
Convex,Scaly,e,NoBruises,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,n,NoBruises,a,c,b,y,e,?,s,s,o,o,p,n,o,p,y,v,l,Edible
Bell,Smooth,w,NoBruises,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g,Edible
Bell,Smooth,g,NoBruises,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Scaly,e,NoBruises,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Smooth,n,NoBruises,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,Poisonous
Bell,Fiberous,w,NoBruises,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,Edible
Knobbed,Smooth,g,NoBruises,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,Edible
Flat,Scaly,e,NoBruises,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,e,NoBruises,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,n,NoBruises,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Poisonous
Knobbed,Scaly,c,NoBruises,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,Poisonous
Knobbed,Scaly,n,NoBruises,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,w,NoBruises,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g,Edible
Flat,Scaly,n,NoBruises,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,Poisonous
Bell,Fiberous,g,NoBruises,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,Edible
Flat,Smooth,e,NoBruises,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,e,NoBruises,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Smooth,g,NoBruises,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,Edible
